StudentID,TotalNumberOfSemestersRegistered,Semester,NumCoursesTakenInTheSemester
0001,1,1,0
0002,1,1,0
0003,1,1,0
0004,1,1,0
0005,1,1,0
0006,1,1,0
0007,1,1,0
0008,1,1,0
0009,1,1,0
0010,1,1,0
0011,1,1,0
0012,1,1,0
0013,1,1,0
0014,1,1,0
0015,1,1,0
0016,1,1,0
0017,1,1,0
0018,1,1,0
0019,1,1,0
0020,1,1,0
0021,1,1,0
0022,1,1,0
0023,1,1,0
0024,1,1,0
0025,1,1,0
0026,1,1,0
0027,1,1,0
0028,1,1,0
0029,1,1,0
0030,1,1,0
0031,1,1,0
0032,1,1,0
0033,1,1,0
0034,1,1,0
0035,1,1,0
0036,1,1,0
0037,1,1,0
0038,1,1,0
0039,1,1,0
0040,1,1,0
0041,1,1,0
0042,1,1,0
0043,1,1,0
0044,1,1,0
0045,1,1,0
0046,1,1,0
0047,1,1,0
0048,1,1,0
0049,1,1,0
0050,1,1,0
0051,1,1,0
0052,1,1,0
0053,1,1,0
0054,1,1,0
0055,1,1,0
0056,1,1,0
0057,1,1,0
0058,1,1,0
0059,1,1,0
0060,1,1,0
0061,1,1,0
0062,1,1,0
0063,1,1,0
0064,1,1,0
0065,1,1,0
0066,1,1,0
0067,1,1,0
0068,1,1,0
0069,1,1,0
0070,1,1,0
0071,1,1,0
0072,1,1,0
0073,1,1,0
0074,1,1,0
0075,1,1,0
0076,1,1,0
0077,1,1,0
0078,1,1,0
0079,1,1,0
0080,1,1,0
0081,1,1,0
0082,1,1,0
0083,1,1,0
0084,1,1,0
0085,1,1,0
0086,1,1,0
0087,1,1,0
0088,1,1,0
0089,1,1,0
0090,1,1,0
0091,1,1,0
0092,1,1,0
0093,1,1,0
0094,1,1,0
0095,1,1,0
0096,1,1,0
0097,1,1,0
0098,1,1,0
0099,1,1,0
0100,1,1,0
0101,1,1,0
0102,1,1,0
0103,1,1,0
0104,1,1,0
0105,1,1,0
0106,1,1,0
0107,1,1,0
0108,1,1,0
0109,1,1,0
0110,1,1,0
0111,1,1,0
0112,1,1,0
0113,1,1,0
0114,1,1,0
0115,1,1,0
0116,1,1,0
0117,1,1,0
0118,1,1,0
0119,1,1,0
0120,1,1,0
0121,1,1,0
0122,1,1,0
0123,1,1,0
0124,1,1,0
0125,1,1,0
0126,1,1,0
0127,1,1,0
0128,1,1,0
0129,1,1,0
0130,1,1,0
0131,1,1,0
0132,1,1,0
0133,1,1,0
0134,1,1,0
0135,1,1,0
0136,1,1,0
0137,1,1,0
0138,1,1,0
0139,1,1,0
0140,1,1,0
0141,1,1,0
0142,1,1,0
0143,1,1,0
0144,1,1,0
0145,1,1,0
0146,1,1,0
0147,1,1,0
0148,1,1,0
0149,1,1,0
0150,1,1,0
0151,1,1,0
0152,1,1,0
0153,1,1,0
0154,1,1,0
0155,1,1,0
0156,1,1,0
0157,1,1,0
0158,1,1,0
0159,1,1,0
0160,1,1,0
0161,1,1,0
0162,1,1,0
0163,1,1,0
0164,1,1,0
0165,1,1,0
0166,1,1,0
0167,1,1,0
0168,1,1,0
0169,1,1,0
0170,1,1,0
0171,1,1,0
0172,1,1,0
0173,1,1,0
0174,1,1,0
0175,1,1,0
0176,1,1,0
0177,1,1,0
0178,1,1,0
0179,1,1,0
0180,1,1,0
0181,1,1,0
0182,1,1,0
0183,1,1,0
0184,1,1,0
0185,1,1,0
0186,1,1,0
0187,1,1,0
0188,1,1,0
0189,1,1,0
0190,1,1,0
0191,1,1,0
0192,1,1,0
0193,1,1,0
0194,1,1,0
0195,1,1,0
0196,1,1,0
0197,1,1,0
0198,1,1,0
0199,1,1,0
0200,1,1,0
0201,1,1,0
0202,1,1,0
0203,1,1,0
0204,1,1,0
0205,1,1,0
0206,1,1,0
0207,1,1,0
0208,1,1,0
0209,1,1,0
0210,1,1,0
0211,1,1,0
0212,1,1,0
0213,1,1,0
0214,1,1,0
0215,1,1,0
0216,1,1,0
0217,1,1,0
0218,1,1,0
0219,1,1,0
0220,1,1,0
0221,1,1,0
0222,1,1,0
0223,1,1,0
0224,1,1,0
0225,1,1,0
0226,1,1,0
0227,1,1,0
0228,1,1,0
0229,1,1,0
0230,1,1,0
0231,1,1,0
0232,1,1,0
0233,1,1,0
0234,1,1,0
0235,1,1,0
0236,1,1,0
0237,1,1,0
0238,1,1,0
0239,1,1,0
0240,1,1,0
0241,1,1,0
0242,1,1,0
0243,1,1,0
0244,1,1,0
0245,1,1,0
0246,1,1,0
0247,1,1,0
0248,1,1,0
0249,1,1,0
0250,1,1,0
0251,1,1,0
0252,1,1,0
0253,1,1,0
